c0855dd8-1c70-11ea-a0bb-54bf6468a79d,bowl,0.012
c08584c8-1c70-11ea-b017-54bf6468a79d,man,0.0111
c085abc6-1c70-11ea-9c49-54bf6468a79d,mouse,0.0164
c085abc7-1c70-11ea-a345-54bf6468a79d,butterfly,0.0143
c085d2c2-1c70-11ea-8a40-54bf6468a79d,house,0.0123
c085d2c3-1c70-11ea-b70c-54bf6468a79d,keyboard,0.0101
c085f9ae-1c70-11ea-9a46-54bf6468a79d,rabbit,0.0132
c085f9af-1c70-11ea-b4ba-54bf6468a79d,couch,0.0102
c085f9b0-1c70-11ea-a021-54bf6468a79d,skunk,0.0169
c08620a4-1c70-11ea-9711-54bf6468a79d,bowl,0.0132
c08620a5-1c70-11ea-9b75-54bf6468a79d,lizard,0.0101
c0864798-1c70-11ea-915e-54bf6468a79d,boy,0.0157
c0864799-1c70-11ea-ad03-54bf6468a79d,train,0.0117
c086479a-1c70-11ea-9a3c-54bf6468a79d,spider,0.0126
c0866e8a-1c70-11ea-a0d6-54bf6468a79d,oak_tree,0.0153
c0866e8b-1c70-11ea-a5e6-54bf6468a79d,bowl,0.0136
c086957e-1c70-11ea-af38-54bf6468a79d,sunflower,0.0121
c086957f-1c70-11ea-89e9-54bf6468a79d,bus,0.0161
c086bc70-1c70-11ea-ba96-54bf6468a79d,house,0.0124
c086bc71-1c70-11ea-b508-54bf6468a79d,orchid,0.0098
c086bc72-1c70-11ea-858a-54bf6468a79d,whale,0.0115
c086e368-1c70-11ea-a87e-54bf6468a79d,lion,0.0127
c086e369-1c70-11ea-88a4-54bf6468a79d,apple,0.0115
c0870a66-1c70-11ea-9774-54bf6468a79d,aquarium_fish,0.0149
c0870a67-1c70-11ea-a897-54bf6468a79d,wardrobe,0.0092
c0870a68-1c70-11ea-a811-54bf6468a79d,sunflower,0.0124
c0873158-1c70-11ea-bdfe-54bf6468a79d,keyboard,0.0123
c0873159-1c70-11ea-beb9-54bf6468a79d,tulip,0.0097
c087584c-1c70-11ea-b4ce-54bf6468a79d,plate,0.009
c087584d-1c70-11ea-b3eb-54bf6468a79d,turtle,0.0144
c087584e-1c70-11ea-9c1b-54bf6468a79d,tractor,0.0139
c0877f48-1c70-11ea-a9c3-54bf6468a79d,leopard,0.013
c0877f49-1c70-11ea-9ba2-54bf6468a79d,dinosaur,0.0088
c087a63a-1c70-11ea-96e7-54bf6468a79d,porcupine,0.0169
c087a63b-1c70-11ea-9f69-54bf6468a79d,hamster,0.0092
c087cd2e-1c70-11ea-b015-54bf6468a79d,mushroom,0.0159
c087cd2f-1c70-11ea-8e7b-54bf6468a79d,lizard,0.0141
c087cd30-1c70-11ea-8df8-54bf6468a79d,can,0.0145
c087f422-1c70-11ea-b18b-54bf6468a79d,ray,0.0133
c087f423-1c70-11ea-bc9e-54bf6468a79d,hamster,0.0103
c0881b14-1c70-11ea-86c7-54bf6468a79d,skyscraper,0.0114
c0881b15-1c70-11ea-a681-54bf6468a79d,shark,0.0186
c0881b16-1c70-11ea-a755-54bf6468a79d,elephant,0.0138
c0884210-1c70-11ea-b01b-54bf6468a79d,flatfish,0.0111
c0884211-1c70-11ea-a980-54bf6468a79d,wolf,0.0129
c0886900-1c70-11ea-b9fd-54bf6468a79d,house,0.011
c0886901-1c70-11ea-b733-54bf6468a79d,woman,0.0102
c0888ff6-1c70-11ea-b074-54bf6468a79d,palm_tree,0.0162
c0888ff7-1c70-11ea-85f2-54bf6468a79d,mushroom,0.0148
c0888ff8-1c70-11ea-b19e-54bf6468a79d,skyscraper,0.0145
c088b6ec-1c70-11ea-b451-54bf6468a79d,television,0.0108
c088b6ed-1c70-11ea-99d9-54bf6468a79d,streetcar,0.013
c088b6ee-1c70-11ea-a0d9-54bf6468a79d,forest,0.0181
c088ddda-1c70-11ea-85f1-54bf6468a79d,train,0.0152
c088dddb-1c70-11ea-ac17-54bf6468a79d,forest,0.015
c08904da-1c70-11ea-8ebf-54bf6468a79d,telephone,0.0166
c08904db-1c70-11ea-a727-54bf6468a79d,mushroom,0.0147
c0892bcc-1c70-11ea-95b6-54bf6468a79d,can,0.0119
c0892bcd-1c70-11ea-b0a5-54bf6468a79d,sunflower,0.012
c0892bce-1c70-11ea-8fbe-54bf6468a79d,shark,0.0169
c08952c0-1c70-11ea-bc4f-54bf6468a79d,bridge,0.0162
c08952c1-1c70-11ea-bf60-54bf6468a79d,beaver,0.0141
c08979b6-1c70-11ea-986e-54bf6468a79d,rabbit,0.0113
c08979b7-1c70-11ea-beb9-54bf6468a79d,castle,0.0144
c089a0b0-1c70-11ea-914f-54bf6468a79d,man,0.0129
c089a0b1-1c70-11ea-9538-54bf6468a79d,fox,0.0113
c089a0b2-1c70-11ea-a28c-54bf6468a79d,palm_tree,0.0121
c089c7a4-1c70-11ea-818a-54bf6468a79d,bed,0.0128
c089c7a5-1c70-11ea-8e51-54bf6468a79d,shark,0.0374
c089ee98-1c70-11ea-98af-54bf6468a79d,maple_tree,0.011
c089ee99-1c70-11ea-8410-54bf6468a79d,plain,0.0143
c089ee9a-1c70-11ea-a5d4-54bf6468a79d,dinosaur,0.015
c08a158c-1c70-11ea-852a-54bf6468a79d,can,0.0149
c08a158d-1c70-11ea-9b21-54bf6468a79d,orange,0.011
c08a3c80-1c70-11ea-b8ab-54bf6468a79d,ray,0.013
c08a3c81-1c70-11ea-ae44-54bf6468a79d,baby,0.0163
c08a6376-1c70-11ea-9ead-54bf6468a79d,porcupine,0.0156
c08a6377-1c70-11ea-b7c8-54bf6468a79d,sunflower,0.0117
c08a6378-1c70-11ea-9055-54bf6468a79d,spider,0.0174
c08a8a6c-1c70-11ea-b9ed-54bf6468a79d,woman,0.0088
c08a8a6d-1c70-11ea-b47c-54bf6468a79d,bear,0.0168
c08ab162-1c70-11ea-9f19-54bf6468a79d,leopard,0.0092
c08ab163-1c70-11ea-a420-54bf6468a79d,otter,0.0087
c08ab164-1c70-11ea-96ac-54bf6468a79d,motorcycle,0.0127
c08ad84c-1c70-11ea-8686-54bf6468a79d,sunflower,0.0094
c08ad84d-1c70-11ea-8302-54bf6468a79d,lawn_mower,0.0102
c08aff4a-1c70-11ea-95dd-54bf6468a79d,mushroom,0.0167
c08aff4b-1c70-11ea-8aee-54bf6468a79d,tiger,0.0134
c08b2642-1c70-11ea-87d1-54bf6468a79d,woman,0.0099
c08b2643-1c70-11ea-b927-54bf6468a79d,cockroach,0.0103
c08b2644-1c70-11ea-bd4d-54bf6468a79d,oak_tree,0.0118
c08b4d36-1c70-11ea-8f0a-54bf6468a79d,orchid,0.0131
c08b4d37-1c70-11ea-bd8b-54bf6468a79d,leopard,0.0157
c08b742c-1c70-11ea-af9f-54bf6468a79d,streetcar,0.0125
c08b742d-1c70-11ea-b428-54bf6468a79d,oak_tree,0.0098
c08b9b1e-1c70-11ea-bfde-54bf6468a79d,wardrobe,0.0106
c08b9b1f-1c70-11ea-9961-54bf6468a79d,cattle,0.011
c08b9b20-1c70-11ea-9165-54bf6468a79d,rose,0.0113
c08bc214-1c70-11ea-b34a-54bf6468a79d,crab,0.0106
c08bc215-1c70-11ea-bb35-54bf6468a79d,man,0.0119
c08be90a-1c70-11ea-adc5-54bf6468a79d,otter,0.0118
c08be90b-1c70-11ea-9e7a-54bf6468a79d,maple_tree,0.0145
c08be90c-1c70-11ea-84ea-54bf6468a79d,lawn_mower,0.02
c08c1002-1c70-11ea-a677-54bf6468a79d,rose,0.0141
c08c1003-1c70-11ea-80c4-54bf6468a79d,sunflower,0.0085
c08c36f8-1c70-11ea-aafb-54bf6468a79d,mountain,0.0133
c08c36f9-1c70-11ea-86af-54bf6468a79d,wardrobe,0.0086
c08c5de4-1c70-11ea-99d6-54bf6468a79d,bottle,0.011
c08c5de5-1c70-11ea-b6a0-54bf6468a79d,rose,0.0141
c08c5de6-1c70-11ea-94c1-54bf6468a79d,wolf,0.0122
c08c84e4-1c70-11ea-9d17-54bf6468a79d,can,0.0113
c08c84e5-1c70-11ea-9151-54bf6468a79d,lawn_mower,0.0143
c08cabda-1c70-11ea-b5a8-54bf6468a79d,fox,0.015
c08cabdb-1c70-11ea-baf2-54bf6468a79d,squirrel,0.0132
c08cd2c6-1c70-11ea-a96c-54bf6468a79d,cup,0.0104
c08cd2c7-1c70-11ea-a919-54bf6468a79d,fox,0.0117
c08cd2c8-1c70-11ea-a5e7-54bf6468a79d,motorcycle,0.0125
c08cf9c0-1c70-11ea-b7cf-54bf6468a79d,squirrel,0.0126
c08cf9c1-1c70-11ea-8882-54bf6468a79d,rocket,0.0094
c08d20b8-1c70-11ea-b9b7-54bf6468a79d,baby,0.0132
c08d20b9-1c70-11ea-b51f-54bf6468a79d,kangaroo,0.0121
c08d20ba-1c70-11ea-b281-54bf6468a79d,orchid,0.0135
c08d47ac-1c70-11ea-a71c-54bf6468a79d,dinosaur,0.014
c08d47ad-1c70-11ea-a9da-54bf6468a79d,possum,0.014
c08d6ea2-1c70-11ea-89ec-54bf6468a79d,bottle,0.0146
c08d6ea3-1c70-11ea-a459-54bf6468a79d,trout,0.0103
c08d9598-1c70-11ea-98f9-54bf6468a79d,worm,0.0101
c08d9599-1c70-11ea-bbaf-54bf6468a79d,spider,0.0201
c08d959a-1c70-11ea-9ff2-54bf6468a79d,wardrobe,0.0116
c08dbc8c-1c70-11ea-99a4-54bf6468a79d,tiger,0.0142
c08dbc8d-1c70-11ea-835e-54bf6468a79d,possum,0.0127
c08de380-1c70-11ea-8579-54bf6468a79d,bottle,0.0116
c08de381-1c70-11ea-a0d7-54bf6468a79d,road,0.0133
c08de382-1c70-11ea-bc32-54bf6468a79d,elephant,0.0134
c08e0a76-1c70-11ea-a4e0-54bf6468a79d,lion,0.0143
c08e0a77-1c70-11ea-b08d-54bf6468a79d,crab,0.0098
c08e316c-1c70-11ea-9c5c-54bf6468a79d,mouse,0.0098
c08e316d-1c70-11ea-986b-54bf6468a79d,mushroom,0.0137
c08e316e-1c70-11ea-ac94-54bf6468a79d,beetle,0.0106
c08e585a-1c70-11ea-a25f-54bf6468a79d,rose,0.0108
c08e585b-1c70-11ea-afdb-54bf6468a79d,palm_tree,0.0107
c08e7f58-1c70-11ea-9e3c-54bf6468a79d,dolphin,0.0167
c08e7f59-1c70-11ea-9105-54bf6468a79d,bridge,0.0124
c08ea64a-1c70-11ea-b643-54bf6468a79d,turtle,0.0191
c08ea64b-1c70-11ea-9b22-54bf6468a79d,sweet_pepper,0.0078
c08ea64c-1c70-11ea-bddd-54bf6468a79d,beaver,0.0146
c08ecd40-1c70-11ea-867f-54bf6468a79d,aquarium_fish,0.0208
c08ecd41-1c70-11ea-aeee-54bf6468a79d,seal,0.0134
c08ef436-1c70-11ea-83d1-54bf6468a79d,snake,0.011
c08ef437-1c70-11ea-801b-54bf6468a79d,oak_tree,0.0178
c08ef438-1c70-11ea-8e05-54bf6468a79d,maple_tree,0.0151
c08f1b2c-1c70-11ea-9fcf-54bf6468a79d,tiger,0.0108
c08f1b2d-1c70-11ea-b76c-54bf6468a79d,wolf,0.0105
c08f4222-1c70-11ea-a2f1-54bf6468a79d,cup,0.0115
c08f4223-1c70-11ea-abef-54bf6468a79d,can,0.0112
c08f6910-1c70-11ea-917f-54bf6468a79d,tulip,0.0131
c08f6911-1c70-11ea-851c-54bf6468a79d,pear,0.0115
c08f6912-1c70-11ea-8ecc-54bf6468a79d,plate,0.0159
c08f900a-1c70-11ea-8db2-54bf6468a79d,caterpillar,0.0125
c08f900b-1c70-11ea-91df-54bf6468a79d,bowl,0.013
c08fb700-1c70-11ea-b4fe-54bf6468a79d,rose,0.0103
c08fb701-1c70-11ea-af75-54bf6468a79d,whale,0.0138
c08fb702-1c70-11ea-98fe-54bf6468a79d,tractor,0.0119
c08fddfa-1c70-11ea-a4e2-54bf6468a79d,tiger,0.0157
c08fddfb-1c70-11ea-9335-54bf6468a79d,spider,0.0213
c09004ec-1c70-11ea-a3d8-54bf6468a79d,skyscraper,0.0089
c09004ed-1c70-11ea-9be5-54bf6468a79d,ray,0.0116
c0902be2-1c70-11ea-86a4-54bf6468a79d,kangaroo,0.0112
c0902be3-1c70-11ea-b09f-54bf6468a79d,orchid,0.0119
c0902be4-1c70-11ea-b583-54bf6468a79d,mushroom,0.0152
c09052d8-1c70-11ea-8d23-54bf6468a79d,house,0.0162
c09052d9-1c70-11ea-a2a4-54bf6468a79d,camel,0.0127
c09079cc-1c70-11ea-957e-54bf6468a79d,lawn_mower,0.0133
